survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,pclass_redundant,fare_age_combination
0,3,male,,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,female,384.0,1,1,,S,Third,woman,False,,Queenstown,no,False,3,
0,2,male,276.0,0,0,12.858198375003912,S,Second,man,True,,Southampton,no,True,2,3548.86275150108
0,1,male,,0,2,,S,First,man,True,D,Cherbourg,no,False,1,
1,1,male,50.0,2,0,133.92672297258832,S,First,man,True,,Southampton,yes,False,1,6696.336148629416
0,3,male,40.0,0,0,,s,Third,man,True,,Cherbourg,no,True,3,
0,1,male,47.0,0,0,24.403139827687976,S,First,man,True,E,Southampton,no,True,1,1146.9475719013349
0,3,MALE,36.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,3,male,240.0,1,0,,S,Third,man,True,,Southampton,yes,False,3,
0,2,male,384.0,2,0,74.06608598274421,s,Second,man,True,,Southampton,no,False,2,28441.37701737378
0,2,male,25.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,male,,0,0,,Q,Third,man,True,,Southampton,no,True,3,
0,3,male,43.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,,1,0,52.18676205484824,S,First,woman,False,C,Southampton,yes,False,1,
1,2,female,480.0,1,1,37.06783283747395,S,Second,woman,False,,Southampton,yes,False,2,17792.559761987497
0,1,male,31.0,1,0,,Q,First,man,True,B,Southampton,no,False,1,
0,2,male,70.0,0,0,8.807318384489063,,Second,man,True,,Southampton,no,True,2,616.5122869142344
1,2,MALE,372.0,0,0,11.655955371528156,S,Second,man,True,,Southampton,yes,True,2,4336.015398208474
0,2,male,,0,0,-0.5458425859710776,S,Second,man,True,,Southampton,no,True,2,
0,3,male,18.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
0,3,male,294.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,FEMALE,18.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
0,3,female,43.0,1,6,,C,Third,woman,False,,Southampton,no,False,3,
1,1,male,36.0,0,1,512.8109837078613,S,First,man,True,B,Cherbourg,yes,False,1,18461.195413483005
0,3,FEMALE,,0,0,,S,Third,woman,False,,Queenstown,no,True,3,
1,1,MALE,324.0,0,0,75.89582644120458,S,First,man,True,D,Cherbourg,yes,True,1,24590.247766950284
0,3,MALE,20.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,male,168.0,5,2,,S,Third,child,False,,Southampton,no,False,3,
0,2,male,60.0,1,1,39.67294320449504,S,Second,man,True,,Southampton,no,False,2,2380.3765922697025
0,2,male,25.0,1,2,40.3933394528698,C,Second,man,True,,Cherbourg,no,False,2,1009.8334863217448
0,3,MALE,14.0,4,1,,C,Third,child,False,,Southampton,no,False,3,
0,3,male,19.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,male,18.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,15.0,0,1,211.3587804371041,S,First,child,False,B,Southampton,yes,False,1,3170.381706556561
1,1,male,31.0,1,0,57.65736496338957,S,First,man,True,B,Southampton,yes,False,1,1787.3783138650765
1,3,female,4.0,0,1,,,Third,child,False,,Cherbourg,yes,False,3,
1,3,male,,0,0,,S,Third,man,True,,Southampton,yes,True,3,
0,3,male,25.0,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,1,male,60.0,0,0,28.62563754216584,S,First,man,True,,Southampton,no,True,1,1717.5382525299503
0,2,male,52.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,male,44.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,female,,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
0,1,male,49.0,1,1,111.2621105294966,Q,First,man,True,C,Cherbourg,no,False,1,5451.843415945334
0,3,male,42.0,0,0,,S,Third,man,True,F,Southampton,no,True,3,
1,1,female,216.0,1,0,226.7591399099137,S,First,woman,False,C,Cherbourg,yes,False,1,48979.97422054136
1,1,male,35.0,0,0,26.363259343198383,S,First,man,True,E,Southampton,yes,True,1,922.7140770119432
0,3,female,18.0,0,1,,,Third,woman,False,,Cherbourg,no,False,3,
0,3,male,25.0,0,0,,Q,Third,man,True,,Queenstown,no,True,3,
0,3,male,26.0,1,0,,S,Third,man,True,,Southampton,no,False,3,
0,2,male,39.0,0,0,25.625819724009816,S,Second,man,True,,Southampton,no,True,2,999.4069692363828
1,2,female,45.0,0,0,13.265665088957936,S,Second,woman,False,,Southampton,yes,True,2,596.9549290031072
1,1,MALE,42.0,0,0,26.372784233493352,s,First,man,True,E,Southampton,yes,True,1,1107.6569378067209
1,1,female,264.0,0,0,152.75595601790457,S,First,woman,False,,Southampton,yes,True,1,40327.5723887268
1,3,MALE,,1,1,,c,Third,man,True,,Cherbourg,yes,False,3,
1,1,female,24.0,0,0,50.1858906899038,S,First,woman,False,C,Cherbourg,yes,True,1,1204.4613765576912
0,1,male,,0,0,26.111254079951703,s,First,man,True,C,Southampton,no,True,1,
1,1,male,48.0,1,0,52.55422470394604,s,First,man,True,C,Southampton,yes,False,1,2522.60278578941
0,3,male,29.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,2,male,150.0,0,0,5124.006318935874,S,Second,man,True,,Southampton,no,True,2,768600.9478403812
0,3,male,19.0,0,0,,,Third,man,True,F,Southampton,no,True,3,
1,1,female,456.0,0,0,227.5783074205988,,First,woman,False,C,Cherbourg,yes,True,1,103775.70818379305
1,2,FEMALE,27.0,0,0,11.308924722279013,S,Second,woman,False,E,Southampton,yes,True,2,305.34096750153327
0,3,MALE,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
0,3,MALE,33.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,2,female,6.0,0,1,31.550580270822586,s,Second,child,False,,Southampton,yes,False,2,189.3034816249355
0,3,male,17.0,1,0,,s,Third,man,True,,Southampton,no,False,3,
0,2,MALE,408.0,0,0,11.7836741672049,Q,Second,man,True,,Southampton,no,True,2,4807.739060219599
0,2,male,,0,0,,S,Second,man,True,,Southampton,no,True,2,
1,1,male,27.0,1,0,54.24269991623518,s,First,man,True,E,Southampton,yes,False,1,1464.55289773835
0,3,male,20.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,2,female,30.0,3,0,21.579418982898968,s,Second,woman,False,,Southampton,yes,False,2,647.382569486969
1,3,FEMALE,,0,0,,q,Third,woman,False,,Queenstown,yes,True,3,
0,2,male,25.0,1,0,26.40191895517392,s,Second,man,True,,Southampton,no,False,2,660.0479738793481
0,3,female,25.0,1,0,,S,Third,woman,False,,Southampton,no,False,3,
1,1,female,150.0,0,0,,C,First,woman,False,B,Southampton,yes,True,1,
0,3,male,11.0,0,0,,S,Third,child,False,,Cherbourg,no,True,3,
0,2,male,,0,0,0.3406541364121413,s,Second,man,True,,Southampton,no,True,2,
0,2,MALE,23.0,0,0,12.45374096187396,c,Second,man,True,,Southampton,no,True,2,286.43604212310106
0,2,male,276.0,0,0,14.939192569099466,S,Second,man,True,,Southampton,no,True,2,4123.217149071453
0,3,male,150.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,female,48.0,1,3,,S,Third,woman,False,,Southampton,no,False,3,
1,1,MALE,35.0,0,0,511.3482128016711,s,First,man,True,B,Cherbourg,yes,True,1,17897.18744805849
0,3,male,150.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,MALE,150.0,0,0,,,Third,man,True,,Southampton,no,True,3,
1,1,male,,0,0,,S,First,man,True,D,Southampton,yes,True,1,
0,1,male,36.0,1,0,77.66563982768797,C,First,man,True,C,Southampton,no,False,1,2795.963033796767
1,1,female,21.0,2,2,,s,First,woman,False,B,Cherbourg,yes,False,1,
0,3,male,24.0,1,0,,S,Third,man,True,,Southampton,no,False,3,
1,3,male,31.0,0,0,,C,Third,man,True,,Southampton,yes,True,3,
0,1,male,70.0,1,1,72.64115953909157,C,First,man,True,B,Southampton,no,False,1,5084.88116773641
0,3,male,192.0,1,1,,C,Third,man,True,,Southampton,no,False,3,
1,2,FEMALE,30.0,0,0,,,Second,woman,False,,Southampton,yes,True,2,
0,1,male,19.0,1,0,54.69101930577512,c,First,man,True,D,Southampton,no,False,1,1039.1293668097271
0,3,male,31.0,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,2,FEMALE,4.0,1,1,23.03107596687501,S,Second,child,False,,Southampton,yes,False,2,92.12430386750006
1,3,male,6.0,0,1,,c,Third,child,False,E,Southampton,yes,False,3,
0,3,male,33.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,23.0,0,0,,q,Third,man,True,,Southampton,no,True,3,
1,2,female,48.0,1,2,66.14146431797225,s,Second,woman,False,,Southampton,yes,False,2,3174.790287262668
1,2,male,0.67,1,1,14.943501720584525,s,Second,child,False,,Southampton,yes,False,2,10.012146152791631
0,3,male,336.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,2,male,18.0,0,0,13.12219310154943,S,Second,man,True,,Southampton,no,True,2,236.19947582788973
0,3,male,34.0,0,0,,,Third,man,True,,Southampton,no,True,3,
1,1,female,33.0,0,0,87.94328955363194,S,First,woman,False,B,Southampton,yes,True,1,2902.128555269854
0,3,MALE,,0,0,,Q,Third,man,True,,Southampton,no,True,3,
0,3,male,41.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,male,20.0,0,0,,,Third,man,True,,Cherbourg,yes,True,3,
1,1,female,36.0,1,2,120.0180416486341,S,First,woman,False,B,Southampton,yes,False,1,4320.649499350828
0,3,male,16.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,51.0,1,0,77.05009381771143,q,First,woman,False,D,Southampton,yes,False,1,3929.5547847032826
0,1,male,,0,0,,S,First,man,True,,Cherbourg,no,True,1,
0,3,female,366.0,0,0,,S,Third,woman,False,,Queenstown,no,True,3,
0,3,male,,1,0,,S,Third,man,True,,Queenstown,no,False,3,
0,3,MALE,32.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,24.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,48.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,2,female,57.0,0,0,11.712608237420456,S,Second,woman,False,E,Southampton,no,True,2,667.618669532966
0,3,MALE,,0,0,,C,Third,man,True,,Cherbourg,no,True,3,
1,2,female,648.0,1,3,22.55375732578025,S,Second,woman,False,,Southampton,yes,False,2,14614.834747105602
0,3,male,18.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,,Third,man,True,F,Queenstown,no,True,3,
1,3,female,60.0,0,0,,c,Third,child,False,,Southampton,yes,True,3,
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
1,1,female,516.0,0,1,212.8726487200076,S,First,woman,False,B,Southampton,yes,False,1,109842.2867395239
1,3,female,13.0,0,0,,C,Third,child,False,,Cherbourg,yes,True,3,
1,1,female,17.0,1,0,57.244819373894536,,First,woman,False,B,Southampton,yes,False,1,973.1619293562072
0,1,male,29.0,0,0,28.4386476642227,S,First,man,True,D,Southampton,no,True,1,824.7207822624583
0,3,male,,1,2,,s,Third,man,True,,Southampton,no,False,3,
0,3,male,300.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,male,25.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,3,female,,0,0,,C,Third,woman,False,,Southampton,yes,True,3,
0,3,MALE,96.0,4,1,,S,Third,child,False,,Queenstown,no,False,3,
1,3,male,12.0,1,2,,S,Third,child,False,,Southampton,yes,False,3,
0,1,male,552.0,0,0,79.62321237445703,S,First,man,True,B,Cherbourg,no,True,1,43952.01323070028
0,3,male,,0,0,,S,Third,man,True,,Queenstown,no,True,3,
0,2,MALE,,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,female,150.0,8,2,,q,Third,woman,False,,Southampton,no,False,3,
0,1,male,,0,0,31.783539843233747,Q,First,man,True,,Cherbourg,no,True,1,
0,3,male,25.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,2,male,39.0,0,0,12.512006683792777,S,Second,man,True,,Southampton,no,True,2,487.96826066791823
1,1,female,49.0,0,0,,s,First,woman,False,D,Southampton,yes,True,1,
1,3,FEMALE,31.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
0,3,MALE,30.0,0,0,,C,Third,man,True,,Cherbourg,no,True,3,
0,3,female,30.0,1,1,,S,Third,woman,False,,Southampton,no,False,3,
0,2,male,34.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
1,2,FEMALE,31.0,1,1,26.58148526202176,s,Second,woman,False,,Southampton,yes,False,2,824.0260431226745
1,1,male,11.0,1,2,,S,First,child,False,B,Southampton,yes,False,1,
1,3,male,0.42,0,1,,q,Third,child,False,,Cherbourg,yes,False,3,
1,3,male,27.0,0,0,,S,Third,man,True,,Southampton,yes,True,3,
0,3,male,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,468.0,0,0,-0.7242465320583404,s,First,man,True,A,Southampton,no,True,1,-338.9473770033033
0,3,female,18.0,0,0,,q,Third,woman,False,,Southampton,no,True,3,
0,2,MALE,39.0,0,0,11.235404090722954,S,Second,man,True,,Southampton,no,True,2,438.1807595381952
1,1,FEMALE,33.0,1,0,53.58741392690485,S,First,woman,False,E,Southampton,yes,False,1,1768.38465958786
0,3,male,312.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,39.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,2,MALE,35.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,FEMALE,72.0,4,2,,C,Third,child,False,,Southampton,no,False,3,
0,3,male,30.5,0,0,,,Third,man,True,,Southampton,no,True,3,
0,1,MALE,,0,0,,s,First,man,True,B,Southampton,no,True,1,
0,3,FEMALE,23.0,0,0,,c,Third,woman,False,,Southampton,no,True,3,
0,2,male,31.0,1,1,36.31144514230196,S,Second,man,True,,Cherbourg,no,False,2,1125.6547994113607
0,3,male,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,10.0,3,2,,Q,Third,child,False,,Southampton,no,False,3,
1,1,female,624.0,1,1,93.57714478588312,S,First,woman,False,B,Southampton,yes,False,1,58392.13834639107
1,3,male,324.0,0,0,,C,Third,man,True,,Southampton,yes,True,3,
0,1,MALE,,0,0,,c,First,man,True,,Southampton,no,True,1,
1,3,female,27.0,0,1,,S,Third,woman,False,E,Southampton,yes,False,3,
0,3,male,2.0,4,1,,S,Third,child,False,,Southampton,no,False,3,
0,3,male,,0,0,,s,Third,man,True,,Queenstown,no,True,3,
0,3,male,,0,0,,c,Third,man,True,,Southampton,no,True,3,
1,2,MALE,1.0,0,2,35.7878741672049,c,Second,child,False,,Cherbourg,yes,False,2,35.7878741672049
1,3,male,,0,0,,S,Third,man,True,,Queenstown,yes,True,3,
1,1,female,62.0,0,0,79.29343942116652,S,First,woman,False,B,,yes,True,1,4916.1932441123245
1,3,female,15.0,1,0,,S,Third,child,False,,Cherbourg,yes,False,3,
1,2,male,0.83,1,1,16.98540409072295,S,Second,child,False,,Southampton,yes,False,2,14.097885395300048
0,3,male,,0,0,,C,Third,man,True,,Cherbourg,no,True,3,
0,3,male,23.0,0,0,,Q,Third,man,True,,Southampton,no,True,3,
0,3,male,18.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,,1,1,,S,First,woman,False,E,Cherbourg,yes,False,1,
0,3,male,1800.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,3,MALE,32.0,0,0,,,Third,man,True,,Southampton,yes,True,3,
1,1,male,,0,0,,C,First,man,True,C,Cherbourg,yes,True,1,
0,3,male,20.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,2,male,16.0,0,0,9.935018088967924,S,Second,man,True,,Southampton,no,True,2,158.96028942348678
1,1,female,,0,0,,S,First,woman,False,,Cherbourg,yes,True,1,
0,3,male,34.5,0,0,,C,Third,man,True,,Cherbourg,no,True,3,
0,3,male,17.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
0,3,MALE,,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,male,,8,2,,s,Third,man,True,,Southampton,no,False,3,
0,3,male,35.0,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,2,male,28.0,0,1,33.47967973950996,S,Second,man,True,,Southampton,no,False,2,937.431032706279
1,1,FEMALE,,1,0,88.55835741402893,C,First,woman,False,C,Cherbourg,yes,False,1,
0,3,male,48.0,4,2,,S,Third,child,False,,Southampton,no,False,3,
0,3,male,74.0,0,0,,s,Third,man,True,,Southampton,no,True,3,
0,3,female,9.0,1,1,,s,Third,child,False,,Cherbourg,no,False,3,
1,1,female,16.0,0,1,39.78196645752409,C,First,woman,False,D,Southampton,yes,False,1,636.5114633203855
0,2,female,44.0,1,0,24.52576272110459,,Second,woman,False,,Southampton,no,False,2,1079.133559728602
1,3,FEMALE,18.0,0,1,,S,Third,woman,False,,Southampton,yes,False,3,
1,1,female,540.0,1,1,163.17401838448907,S,First,woman,False,,Southampton,yes,False,1,88113.9699276241
1,1,male,612.0,0,0,,S,First,man,True,E,Southampton,yes,True,1,
1,3,female,288.0,0,3,,C,Third,woman,False,,Cherbourg,yes,False,3,
0,3,male,,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,3,male,41.0,2,0,,S,Third,man,True,,Southampton,no,False,3,
0,2,male,21.0,1,0,10.885049561851664,Q,Second,man,True,,Southampton,no,False,2,228.5860407988849
1,1,female,48.0,0,0,26.644362400760688,C,First,woman,False,D,Southampton,yes,True,1,1278.929395236513
0,3,female,,8,2,,C,Third,woman,False,,Southampton,no,False,3,
0,2,male,24.0,0,0,13.433749220886346,S,Second,man,True,,Southampton,no,True,2,322.4099813012723
1,2,female,504.0,0,0,11.436910501839586,S,Second,woman,False,,Southampton,yes,True,2,5764.202892927151
1,2,female,27.0,1,0,13.43385129685752,S,Second,woman,False,,Cherbourg,yes,False,2,362.713985015153
0,1,male,31.0,0,0,,S,First,man,True,A,Southampton,no,True,1,
0,3,male,,0,0,,Q,Third,man,True,,Southampton,no,True,3,
1,3,male,4.0,1,1,,S,Third,child,False,,Southampton,yes,False,3,
0,3,MALE,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,FEMALE,47.0,1,1,51.06505358210087,S,First,woman,False,D,Southampton,yes,False,1,2400.057518358741
0,1,male,33.0,0,0,5.263546740578168,S,First,man,True,B,Southampton,no,True,1,173.69704243907955
0,3,male,47.0,0,0,,q,Third,man,True,,Southampton,no,True,3,
1,2,female,336.0,1,0,24.715162400760686,Q,Second,woman,False,,Cherbourg,yes,False,2,8304.29456665559
1,3,female,180.0,0,0,,S,Third,child,False,,Cherbourg,yes,True,3,
0,3,male,20.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,male,19.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,male,,0,0,,s,Third,man,True,,Southampton,no,True,3,
1,1,female,672.0,0,1,85.06159268772716,S,First,woman,False,C,Cherbourg,yes,False,1,57161.39028615265
1,2,female,25.0,0,1,26.51086298914832,S,Second,woman,False,,Southampton,yes,False,2,662.771574728708
0,3,male,33.0,0,0,,,Third,man,True,,Southampton,no,True,3,
0,3,female,22.0,0,0,,C,Third,woman,False,,Southampton,no,True,3,
0,2,male,336.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,male,300.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,3,female,39.0,0,5,,S,Third,woman,False,,Queenstown,no,False,3,
0,2,male,,0,0,,S,Second,man,True,,Southampton,no,True,2,
1,1,female,19.0,0,0,27.83569013215216,S,First,woman,False,B,Southampton,yes,True,1,528.878112510891
0,3,female,,1,2,,S,Third,woman,False,,Southampton,no,False,3,
1,1,male,26.0,0,0,28.72959125602057,s,First,man,True,C,Cherbourg,yes,True,1,746.9693726565348
0,3,male,384.0,0,0,,S,Third,man,True,,Queenstown,no,True,3,
0,3,MALE,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
1,1,female,150.0,1,2,5122.296596396976,s,First,child,False,B,Southampton,yes,False,1,768344.4894595463
1,3,female,150.0,1,0,,S,Third,child,False,,Cherbourg,yes,False,3,
0,2,male,1800.0,0,0,5123.753666294711,S,Second,man,True,,Southampton,no,True,2,9222756.59933048
1,1,female,1800.0,0,2,5122.500290649433,s,First,woman,False,E,Southampton,yes,False,1,9220500.52316898
0,3,male,1800.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,2,male,1800.0,0,0,5123.94149736486,S,Second,man,True,,Southampton,no,True,2,9223094.695256747
0,3,male,150.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
1,1,female,150.0,1,1,5122.957863551541,q,First,woman,False,C,Cherbourg,yes,False,1,768443.6795327312
1,1,FEMALE,150.0,0,0,5123.411556924599,S,First,woman,False,,Cherbourg,yes,True,1,768511.7335386898
0,3,female,150.0,8,2,,S,Third,woman,False,,Southampton,no,False,3,
1,3,female,150.0,0,0,,S,Third,woman,False,,Southampton,yes,True,3,
1,1,male,150.0,0,0,5123.23015991604,S,First,man,True,B,Cherbourg,yes,True,1,768484.523987406
0,2,male,150.0,0,0,5122.926664046988,S,Second,man,True,,Southampton,no,True,2,768438.9996070481
0,2,male,150.0,0,0,,S,Second,man,True,,Southampton,no,True,2,
0,3,MALE,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,1,male,150.0,1,0,5122.933296226952,S,First,man,True,C,Cherbourg,no,False,1,768439.9944340427
0,3,MALE,1800.0,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,3,male,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,1800.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,2,male,150.0,0,0,5122.5769781319705,s,Second,man,True,,Southampton,no,True,2,768386.5467197956
1,3,MALE,150.0,0,2,,S,Third,child,False,,Southampton,yes,False,3,
0,3,male,150.0,0,0,,C,Third,man,True,,Queenstown,no,True,3,
0,1,male,150.0,0,0,5123.269422058906,s,First,man,True,,Cherbourg,no,True,1,768490.4133088358
0,3,male,150.0,0,0,,C,Third,man,True,,Southampton,no,True,3,
0,1,male,150.0,0,0,5122.4718231209545,S,First,man,True,,Cherbourg,no,True,1,768370.7734681432
0,2,male,150.0,0,0,5122.612559077069,S,Second,man,True,D,Cherbourg,no,True,2,768391.8838615604
1,2,female,150.0,0,0,5124.151313791123,S,Second,woman,False,E,Queenstown,yes,True,2,768622.6970686686
0,1,male,150.0,0,0,5122.655329904995,C,First,man,True,,Southampton,no,True,1,768398.2994857492
0,3,MALE,150.0,1,0,,S,Third,man,True,,Cherbourg,no,False,3,
1,1,male,150.0,0,0,5123.021840007617,Q,First,man,True,A,Southampton,yes,True,1,768453.2760011426
1,3,female,150.0,0,0,,S,Third,woman,False,,Queenstown,yes,True,3,
0,3,male,1800.0,1,3,,C,Third,man,True,,Southampton,no,False,3,
0,1,male,150.0,0,0,5123.070311420001,S,First,man,True,A,Cherbourg,no,True,1,768460.5467130002
0,3,male,150.0,1,4,,S,Third,man,True,,Southampton,no,False,3,
1,1,female,1800.0,0,2,5121.873940078031,S,First,woman,False,D,Southampton,yes,False,1,9219373.092140457
1,3,female,150.0,2,1,,S,Third,child,False,,Cherbourg,yes,False,3,
0,3,male,150.0,0,0,,c,Third,man,True,,Southampton,no,True,3,
0,3,male,150.0,0,0,,S,Third,man,True,,Cherbourg,no,True,3,
0,2,MALE,150.0,2,0,5121.895065908532,S,Second,man,True,,Southampton,no,False,2,768284.2598862798
0,2,MALE,150.0,0,0,5123.321102708325,S,Second,man,True,,Southampton,no,True,2,768498.1654062488
1,1,female,1800.0,0,0,5124.756454312268,S,First,woman,False,B,Southampton,yes,True,1,9224561.617762083
0,3,male,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
0,3,MALE,150.0,0,0,,S,Third,man,True,,Southampton,no,True,3,
